time,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120,T121,T122,T123,T124,T125,T126,T127,T128,T129,T130,T131,T132,T133,T134,T135,T136,T137,T138,T139,T140,T141,T142,T143,T144,T145,T146,T147,T148,T149,T150,T151,T152,T153,T154,T155,T156,T157,T158,T159,T160,T161,T162,T163,T164,T165,T166,T167,T168,T169,T170,T171,T172,T173,T174,T175,T176,T177,T178,T179,T180,T181,T182,T183,T184,T185,T186,T187,T188,T189,T190,T191,T192,T193,T194,T195,T196,T197,T198,T199,T200
01/26/2020 00:00:00,1.089825,3.017373,1.417035,2.145557,1.121007,0.971762,0.866539,0.42642,-0.339442,-0.722195,-1.181597,-0.207787,-0.213347,-0.51071,-1.248947,-0.394421,-0.341425,-0.476963,-0.796538,-1.222357,-0.839816,-0.674688,-0.851143,-1.019694,-1.386846,-0.714686,-0.727665,-1.00396,-2.131758,-1.5208,-0.308563,-1.134271,-1.506418,-0.276422,-0.312397,0.078581,0.303724,0.548593,-0.0327,-0.277263,-0.784839,0.018821,0.46036,0.659873,0.207121,-0.025119,-0.383645,-0.487773,-0.316993,-0.351291,-0.349216,-0.55751,-0.519454,-0.823215,-0.917493,-0.61724,-0.77754,-0.549049,-0.454747,-0.361143,0.050719,-0.602705,-0.23096,-1.445561,-1.555651,-0.407004,-0.183744,-0.517468,-0.802346,-0.140874,-0.250673,-0.66751,-0.631616,-0.51934,-0.169327,-0.876725,-1.375804,-1.055612,-2.155042,-1.540868,-2.293191,-1.746112,-0.916886,-1.754629,-1.868786,-3.487491,-4.217663,-3.307149,0.493721,0.742969,-7.61887,2.458804,11.847661,0.431029,3.191175,3.528018,1.101653,1.938822,2.259301,0.247155,3.662162,2.020438,1.580827,1.266554,2.056434,0.899181,0.821548,-0.379073,-0.036268,2.319837,1.270315,-0.204423,0.065773,-0.831846,0.802229,2.925281,-1.023927,-1.279508,-0.507944,-1.216571,-1.637665,-1.153359,0.358133,-1.545929,-1.30994,0.520766,0.181795,0.582419,0.287188,0.91508,0.748213,0.728988,0.332094,-0.426105,-0.599791,-0.602573,0.181334,0.510808,0.042579,2.792487,2.262169,0.997232,0.689916,-7.566497,-3.751967,3.654183,1.678389,2.44339,1.832699,2.542134,0.923022,0.863876,1.184823,1.9062,-3.777007,-0.556836,-0.961588,-0.107462,1.472178,0.700464,1.380177,2.26841,5.157767,5.192584,0.311358,3.014307,3.147049,1.161349,1.077519,0.353795,3.195297,1.088271,1.848718,1.157417,3.709179,-0.354475,2.991886,-1.921274,-4.051677,-1.061242,0.090127,0.51,-1.898596,-0.27953,-3.594735,-4.22092,-3.641158,-4.175436,-5.22545,-1.919414,-0.297239,0.261449,1.016503,1.255415,0.369675,-0.06233,1.408186,-1.264682,-4.632284,0.522245,1.089825
01/27/2020 00:00:00,1.679191,3.190193,1.58433,2.213508,1.166537,1.055514,0.889313,0.480409,-0.277419,-0.657755,-1.181635,-0.21138,-0.190741,-0.467928,-1.235697,-0.313848,-0.289948,-0.464061,-0.788905,-1.210832,-0.817717,-0.656336,-0.833923,-0.926499,-1.280375,-0.635422,-0.690928,-0.997997,-2.151815,-1.664688,-0.754046,-1.353016,-1.543838,-0.206948,-0.22827,0.135937,0.382218,0.625563,0.030396,-0.202338,-0.755736,0.104433,0.617638,0.867557,0.393877,0.053333,-0.352851,-0.488125,-0.317467,-0.381034,-0.354648,-0.574117,-0.519673,-0.822628,-0.959261,-0.623303,-0.806169,-0.562987,-0.449847,-0.38345,0.101263,-0.595971,-0.252726,-1.164422,-1.341815,-0.336074,-0.223787,-0.582631,-0.834296,-0.159365,-0.266521,-0.691662,-0.626182,-0.524582,-0.168836,-0.874476,-1.365314,-1.072665,-2.245309,-1.748331,-2.473335,-1.91763,-1.205553,-1.992567,-2.01954,-3.500145,-4.309351,-3.351196,0.361997,0.36859,-8.748688,2.288921,11.834883,0.373305,3.499076,3.694838,1.327857,2.137374,2.471789,0.570653,3.734349,2.142618,1.705983,1.319348,2.062192,1.04078,0.976845,-0.301857,0.140528,2.373333,1.35812,-0.063222,0.157799,-0.755235,0.733024,2.759834,-1.042711,-1.030057,-0.458601,-1.158995,-1.603554,-1.058338,0.571215,-1.397076,-1.171669,0.606242,0.282836,0.651147,0.411243,0.955062,0.76473,0.703528,0.375318,-0.347622,-0.48938,-0.497366,0.282845,0.27868,0.410531,2.106199,2.351277,0.612168,-0.002084,-6.82138,-3.215888,3.836974,1.851428,2.602967,1.965915,2.762462,1.115831,1.052312,1.32715,2.0113,-3.721743,-0.527026,-0.8918,0.207549,1.792935,0.590028,0.92347,2.234391,5.396664,4.844751,0.490124,2.878292,3.071541,0.715096,0.670842,-0.083008,3.178965,1.395229,2.23871,1.545486,3.435697,0.71722,3.251775,-1.303232,-3.203027,-0.56281,0.471642,0.843973,-1.11607,0.039459,-3.63344,-4.191116,-3.276606,-3.679188,-4.689589,-1.422666,0.065329,0.56059,1.248565,1.490976,0.702543,0.324676,1.674476,-0.777792,-3.895981,1.203996,1.679191
01/28/2020 00:00:00,2.131108,3.315597,1.726558,2.269297,1.20269,1.127885,0.902482,0.53265,-0.213235,-0.58771,-1.170343,-0.214869,-0.169688,-0.424135,-1.21079,-0.228222,-0.2363,-0.45078,-0.777132,-1.189866,-0.788853,-0.634463,-0.811044,-0.822236,-1.155962,-0.549869,-0.650596,-0.983769,-2.153442,-1.783529,-1.113236,-1.535522,-1.564836,-0.134187,-0.136867,0.191983,0.453272,0.695642,0.094234,-0.12093,-0.718202,0.183516,0.7565,1.047945,0.558233,0.121803,-0.325357,-0.48596,-0.317017,-0.409255,-0.360617,-0.586307,-0.515635,-0.817689,-0.994437,-0.626939,-0.828927,-0.572019,-0.444557,-0.406348,0.142987,-0.594218,-0.283162,-0.904112,-1.13927,-0.271908,-0.261616,-0.641546,-0.858697,-0.180115,-0.28684,-0.714503,-0.621269,-0.53054,-0.172125,-0.866968,-1.346325,-1.084656,-2.316672,-1.928598,-2.624878,-2.070664,-1.477818,-2.220291,-2.166188,-3.508822,-4.399057,-3.398358,0.199767,-0.249961,-9.247995,1.872361,11.805723,0.344533,3.927627,3.861777,1.548268,2.325216,2.670274,0.863681,3.797583,2.263208,1.822629,1.368312,2.05607,1.188272,1.139452,-0.213689,0.328831,2.363416,1.444265,0.092721,0.254989,-0.681115,0.662128,2.490297,-1.055368,-0.767533,-0.414144,-1.096853,-1.564539,-0.973469,0.754342,-1.256662,-1.036272,0.67506,0.373294,0.711141,0.528562,0.984965,0.770678,0.712821,0.412514,-0.27184,-0.381113,-0.389879,0.384888,0.138538,0.892512,0.951311,2.236121,0.082529,-0.923076,-4.952686,-2.26038,3.955382,2.008443,2.767631,2.089339,2.983161,1.307045,1.239865,1.464355,2.115184,-3.414118,-0.491816,-0.809591,0.547395,2.115345,0.456477,0.404166,2.172056,5.573415,4.139316,0.814531,2.704365,2.970768,0.212718,0.208763,-0.401496,3.134335,1.657537,2.555575,1.856643,3.106419,1.556256,3.432786,-0.727611,-2.40318,-0.123972,0.795466,1.123043,-0.501825,0.316123,-3.579479,-4.076537,-2.918575,-3.18951,-4.123786,-0.961454,0.392648,0.828236,1.452796,1.69762,0.998348,0.668569,1.902575,-0.334467,-3.147365,1.779722,2.131108
01/29/2020 00:00:00,2.488313,3.401937,1.839766,2.312799,1.229531,1.189078,0.906072,0.583168,-0.146851,-0.51204,-1.147677,-0.218269,-0.150181,-0.379327,-1.174079,-0.137576,-0.180486,-0.437119,-0.761207,-1.159355,-0.753223,-0.609078,-0.782476,-0.706853,-1.013288,-0.45805,-0.606663,-0.961262,-2.136469,-1.880895,-1.411283,-1.687103,-1.569265,-0.058149,-0.037913,0.246711,0.516951,0.758902,0.158806,-0.033046,-0.672149,0.256169,0.877645,1.203047,0.702474,0.180373,-0.301172,-0.48126,-0.315636,-0.435946,-0.367128,-0.594088,-0.507342,-0.808394,-1.02303,-0.628156,-0.845834,-0.576157,-0.438866,-0.429822,0.175923,-0.597354,-0.322181,-0.665357,-0.949259,-0.214487,-0.297225,-0.694261,-0.875563,-0.203142,-0.311632,-0.736008,-0.616883,-0.537191,-0.179186,-0.854304,-1.318866,-1.091625,-2.3696,-2.082907,-2.749535,-2.205876,-1.733407,-2.437785,-2.308575,-3.513447,-4.488005,-3.446613,0.021284,-1.198514,-9.215586,1.180705,11.733557,0.324268,4.481557,4.029433,1.764424,2.503333,2.855576,1.129979,3.852084,2.382263,1.931048,1.413533,2.037891,1.34538,1.294521,-0.114453,0.531535,2.289153,1.529356,0.263745,0.357147,-0.609704,0.589538,2.101202,-1.060464,-0.524997,-0.374828,-1.030374,-1.520566,-0.88734,0.927129,-1.124487,-0.903761,0.727493,0.453536,0.762454,0.639228,1.004748,0.765775,0.77502,0.443689,-0.198758,-0.274839,-0.280023,0.48692,0.096172,1.468805,-0.86769,1.909033,-0.602057,-2.082588,-1.562844,-0.761021,3.987903,2.151499,2.938298,2.203519,3.205011,1.496769,1.426517,1.596731,2.217903,-2.584181,-0.452249,-0.714175,0.910393,2.431821,0.299639,-0.137092,2.070613,5.692385,2.850873,1.272567,2.488834,2.843172,-0.228895,-0.260858,-0.569519,3.059149,1.880109,2.81001,2.109285,2.712393,2.208343,3.564797,-0.197764,-1.671987,0.259466,1.068094,1.354547,-0.013447,0.571181,-3.405796,-3.87135,-2.569437,-2.712577,-3.548508,-0.537621,0.686446,1.066378,1.631154,1.877724,1.259888,0.970673,2.095858,0.06557,-2.41474,2.258729,2.488313
01/30/2020 00:00:00,2.769601,3.452167,1.927246,2.343789,1.247104,1.239304,0.900072,0.631989,-0.078231,-0.43074,-1.113577,-0.221592,-0.132089,-0.333496,-1.125408,-0.041933,-0.122514,-0.423075,-0.741122,-1.119327,-0.710824,-0.580161,-0.748222,-0.580339,-0.852079,-0.36003,-0.559116,-0.930388,-2.100421,-1.959612,-1.658893,-1.812044,-1.556906,0.021159,0.068047,0.300111,0.573333,0.815382,0.224106,0.0613,-0.61744,0.322546,0.981788,1.334712,0.827886,0.229102,-0.280299,-0.474014,-0.31331,-0.461097,-0.374183,-0.597466,-0.494787,-0.79474,-1.044742,-0.626956,-0.856904,-0.575405,-0.432768,-0.453852,0.200079,-0.605286,-0.369716,-0.448553,-0.772229,-0.163773,-0.33061,-0.740819,-0.884896,-0.228468,-0.340893,-0.756159,-0.61299,-0.544524,-0.190019,-0.836648,-1.283041,-1.093587,-2.404849,-2.212579,-2.848971,-2.323893,-1.972289,-2.644966,-2.446595,-3.514048,-4.577092,-3.493717,-0.148871,-2.446513,-8.861081,0.171115,11.478579,0.298803,5.136365,4.225823,1.977789,2.672799,3.028593,1.372937,3.898048,2.499742,2.031389,1.455141,2.007461,1.514641,1.458014,-0.004035,0.748555,2.148701,1.613905,0.450072,0.464161,-0.540852,0.515265,1.594325,-1.056681,-0.36195,-0.340944,-0.9598,-1.471594,-0.798826,1.0887,-1.000285,-0.774118,0.763751,0.523877,0.805129,0.743274,1.015199,0.749661,0.889325,0.468839,-0.128324,-0.17049,-0.167734,0.588378,0.15348,2.096851,-3.393154,1.332794,-1.451424,-3.443409,1.533285,1.319896,3.922108,2.282453,3.11587,2.308839,3.428461,1.685021,1.61215,1.72451,2.321197,-0.276183,-0.410322,-0.604687,1.291563,2.735005,0.120124,-0.613325,1.911372,5.756781,0.595619,1.853796,2.227426,2.686688,-0.520201,-0.609137,-0.570755,2.95257,2.067106,3.010617,2.318207,2.243462,2.715983,3.660969,0.270642,-1.01862,0.592338,1.295556,1.544652,0.38347,0.792556,-3.133418,-3.568272,-2.230986,-2.253502,-2.977189,-0.15171,0.949051,1.276922,1.785316,2.033345,1.489978,1.236084,2.257718,0.425614,-1.722449,2.651183,2.769601
01/31/2020 00:00:00,2.989303,3.468171,1.993478,2.361827,1.255421,1.278679,0.884451,0.679124,-0.007345,-0.343825,-1.06797,-0.224854,-0.115422,-0.286631,-1.064612,0.05888,-0.062392,-0.408644,-0.716869,-1.069653,-0.661653,-0.547738,-0.70825,-0.442762,-0.672112,-0.255649,-0.50796,-0.89114,-2.044665,-2.021791,-1.864477,-1.913753,-1.527398,0.103161,0.180989,0.352177,0.62247,0.865111,0.290123,0.162083,-0.553982,0.382681,1.069474,1.444459,0.935527,0.268022,-0.262737,-0.464207,-0.310031,-0.484699,-0.381785,-0.596447,-0.477998,-0.776724,-1.059172,-0.623339,-0.862156,-0.569791,-0.426261,-0.478416,0.215439,-0.617925,-0.425721,-0.25383,-0.608518,-0.119721,-0.361768,-0.781266,-0.886699,-0.256116,-0.374643,-0.774931,-0.609619,-0.552526,-0.204619,-0.814017,-1.23887,-1.090596,-2.422727,-2.318709,-2.924343,-2.42551,-2.194562,-2.841775,-2.580273,-3.510422,-4.667296,-3.536883,-0.282799,-3.690298,-7.421159,-1.189299,7.880504,0.261616,5.822004,4.475675,2.189731,2.835012,3.189963,1.595583,3.935634,2.615777,2.123973,1.493333,1.964587,1.689221,1.629949,0.117668,0.979668,1.939431,1.698641,0.65175,0.575988,-0.47424,0.439344,0.970462,-1.042783,-0.258129,-0.312796,-0.885382,-1.417557,-0.708016,1.238226,-0.883749,-0.647343,0.783984,0.584556,0.839166,0.840713,1.018112,0.722025,1.053155,0.487943,-0.06052,-0.067995,-0.052941,0.688772,0.309198,2.557922,-6.04924,0.442843,-2.463929,-4.917545,3.164954,3.304374,3.753854,2.402922,3.301226,2.405515,3.627942,1.871844,1.796669,1.847968,2.421788,4.073123,-0.371078,-0.483068,1.65837,3.017806,-0.047926,-1.000704,1.668512,5.768997,-2.805336,2.55463,1.915914,2.498634,-0.642384,-0.807533,-0.3938,2.815859,2.222278,3.164155,2.495076,1.68827,3.112792,3.725121,0.670912,-0.444251,0.879351,1.482424,1.698351,0.705059,0.982602,-2.827769,-3.211233,-1.904818,-1.816411,-2.421695,0.196423,1.182548,1.461767,1.916883,2.16621,1.691128,1.467778,2.39084,0.740306,-1.087091,2.96709,2.989303
02/01/2020 00:00:00,3.158488,3.450739,2.040154,2.36645,1.254468,1.307274,0.859149,0.724579,0.065832,-0.251377,-1.010774,-0.228065,-0.100251,-0.238737,-0.99153,0.164837,0.000132,-0.39382,-0.688434,-1.010282,-0.60571,-0.511812,-0.662549,-0.29418,-0.47327,-0.144857,-0.45318,-0.843493,-1.968375,-2.069117,-2.034628,-1.994882,-1.480298,0.187178,0.300869,0.402907,0.664409,0.908104,0.35685,0.269261,-0.481668,0.436604,1.141142,1.533565,1.02625,0.297144,-0.248485,-0.451826,-0.305786,-0.506732,-0.389938,-0.591038,-0.456938,-0.754332,-1.067089,-0.617309,-0.861602,-0.559299,-0.419345,-0.503489,0.221967,-0.635189,-0.49016,-0.081109,-0.458369,-0.082282,-0.3907,-0.815649,-0.880973,-0.286111,-0.412843,-0.792307,-0.606747,-0.561186,-0.222982,-0.786562,-1.186388,-1.082677,-2.423546,-2.402201,-2.976628,-2.511286,-2.400668,-3.028125,-2.709532,-3.502414,-4.759008,-3.572021,-0.417218,-4.777803,0.527221,-2.855587,-2.937697,0.261541,6.4375,4.780548,2.401629,2.990825,3.340288,1.800559,3.96469,2.730372,2.208968,1.528373,1.909044,1.8688,1.810272,0.250737,1.224468,1.65821,1.784063,0.868587,0.692616,-0.409453,0.361856,0.223793,-1.017376,-0.144214,-0.290703,-0.809989,-1.358391,-0.615041,1.37473,-0.774527,-0.523414,0.788284,0.635798,0.864586,0.930384,1.014066,0.682625,1.262695,0.500969,0.004673,0.032706,0.06442,0.778995,0.558756,2.739418,-8.038318,-0.836607,-3.610757,-6.339731,4.031065,4.341589,3.487441,2.514517,3.495127,2.494079,3.757532,2.057283,1.979984,1.967432,2.479939,6.83543,-0.33912,-0.349263,1.988624,3.273679,-0.159385,-1.282825,1.320739,5.730321,-5.977769,3.378734,1.549761,2.275668,-0.583454,-0.850197,-0.034955,2.647086,2.348802,3.275755,2.649052,1.0355,3.42379,3.76,1.010897,0.054944,1.125239,1.632669,1.819718,0.96442,1.142953,-2.500738,-2.860555,-1.592246,-1.404081,-1.891653,0.50893,1.388923,1.622711,2.027199,2.277955,1.865738,1.668589,2.49738,1.015362,-0.513833,3.215706,3.158488
02/02/2020 00:00:00,3.285212,3.400352,2.068578,2.356832,1.244193,1.325102,0.82408,0.767692,0.141316,-0.15371,-0.941902,-0.231236,-0.086572,-0.189833,-0.906006,0.275885,0.064253,-0.378597,-0.655843,-0.941143,-0.542995,-0.472378,-0.611103,-0.134427,-0.255568,-0.027718,-0.394774,-0.787349,-1.870568,-2.102778,-2.174425,-2.057543,-1.415082,0.27487,0.427627,0.452301,0.699165,0.944361,0.424227,0.382651,-0.400401,0.484328,1.197188,1.603057,1.100832,0.316449,-0.237534,-0.436859,-0.300567,-0.527187,-0.398644,-0.581239,-0.431635,-0.727608,-1.068505,-0.608869,-0.855257,-0.543957,-0.41202,-0.529053,0.219605,-0.656998,-0.562999,0.069823,-0.321945,-0.051408,-0.41741,-0.844005,-0.867713,-0.318474,-0.455505,-0.808276,-0.604395,-0.570491,-0.245106,-0.754349,-1.125617,-1.069863,-2.407409,-2.464007,-3.006581,-2.581784,-2.591005,-3.20395,-2.834505,-3.48974,-4.852426,-3.592628,-0.861278,-5.59156,6.2208,-4.613786,-3.699233,0.488024,7.072251,5.13808,2.614537,3.140949,3.479934,1.990363,3.985589,2.843129,2.286584,1.560602,1.840635,2.053577,1.998852,0.395212,1.482351,1.301887,1.854276,1.10006,0.814312,-0.346033,0.283004,-0.64714,-0.979186,-0.020332,-0.274989,-0.740287,-1.29408,-0.52005,1.497361,-0.672239,-0.402311,0.77667,0.677748,0.88134,0.996916,1.003823,0.631364,1.512875,0.507866,0.067269,0.131673,0.184412,0.838225,0.893677,2.645696,-9.08365,-2.531981,-4.823826,-7.539007,4.268929,4.564943,3.131566,2.618593,3.698256,2.574681,3.812575,2.241423,2.162002,2.083012,2.464591,7.757806,-0.305253,-0.202137,2.279695,3.49626,-0.207197,-1.467271,0.860674,5.641688,-7.656054,4.227673,1.124688,2.013699,-0.337676,-0.734364,0.497154,2.443344,2.449255,3.349509,2.78714,0.280229,3.667115,3.767416,1.29821,0.483431,1.334193,1.749523,1.911767,1.171904,1.274812,-2.160151,-2.519872,-1.294221,-1.01722,-1.394056,0.787838,1.570123,1.761225,2.117421,2.369771,2.015887,1.841074,2.579042,1.255102,-0.004843,3.405,3.285212
02/03/2020 00:00:00,3.375405,3.316341,2.079783,2.330829,1.224518,1.332117,0.779133,0.807962,0.219119,-0.050687,-0.86127,-0.234374,-0.074385,-0.139936,-0.807904,0.391944,0.130746,-0.362962,-0.619049,-0.86217,-0.473513,-0.429435,-0.553903,0.036355,-0.019404,0.095682,-0.332738,-0.722671,-1.750108,-2.123663,-2.28784,-2.103221,-1.331167,0.366197,0.561172,0.500363,0.726786,0.973868,0.492219,0.498295,-0.310104,0.525872,1.23791,1.653725,1.159789,0.325905,-0.229872,-0.419296,-0.294362,-0.54604,-0.40789,-0.567056,-0.402086,-0.69648,-1.063435,-0.598024,-0.843131,-0.523771,-0.404296,-0.555052,0.208286,-0.683293,-0.644199,0.199289,-0.199343,-0.027051,-0.4419,-0.866382,-0.846913,-0.353228,-0.502602,-0.822796,-0.602549,-0.580431,-0.270986,-0.717439,-1.054019,-1.052186,-2.374433,-2.504781,-3.014664,-2.637572,-2.765886,-3.369092,-2.955299,-3.472072,-4.947153,-3.585808,-2.587683,-6.347846,7.619198,-6.294431,-4.164429,0.892106,7.699499,5.540594,2.798142,3.286008,3.611962,2.16708,3.998947,2.953799,2.356948,1.59045,1.759188,2.243841,2.19544,0.551089,1.752246,0.869408,1.880947,1.345268,0.941331,-0.283503,0.203347,-1.63504,-0.927181,0.112865,-0.265968,-0.66673,-1.224592,-0.423212,1.605246,-0.576484,-0.284003,0.749089,0.710493,0.889372,1.055873,0.988311,0.568233,1.796714,0.50856,0.127276,0.228969,0.307086,0.894433,1.301622,2.274627,-9.590578,-4.503653,-6.004751,-8.287154,3.505487,4.109898,2.714263,2.716387,3.910215,2.647596,3.792596,2.424183,2.342601,2.195202,2.377704,8.139474,-0.26412,-0.041351,2.53131,3.351889,-0.192394,-1.589419,0.300405,5.504126,-8.622648,4.879345,0.645907,1.708175,0.087391,-0.460091,1.155747,2.200977,2.525855,3.387902,2.914163,-0.340157,3.855894,3.748294,1.539522,0.848578,1.509686,1.835634,1.977042,1.335571,1.378933,-1.814235,-2.191206,-1.011394,-0.65674,-0.932738,1.035364,1.727912,1.878797,2.188499,2.44266,2.143341,1.987636,2.637224,1.462462,0.441794,3.523012,3.375405
02/04/2020 00:00:00,3.433447,3.197363,2.074657,2.272855,1.195325,1.328214,0.724174,0.838092,0.299241,0.058257,-0.768804,-0.237487,-0.063686,-0.089081,-0.69711,0.512917,0.199326,-0.346913,-0.578088,-0.773302,-0.397273,-0.382996,-0.490939,0.217936,0.234677,0.225231,-0.267072,-0.64942,-1.605695,-2.132227,-2.377889,-2.133082,-1.227929,0.461115,0.701414,0.547101,0.747261,0.996594,0.560879,0.611666,-0.211019,0.56124,1.263495,1.686007,1.203511,0.325458,-0.225482,-0.399129,-0.287164,-0.563271,-0.417686,-0.548489,-0.368297,-0.660994,-1.051889,-0.58478,-0.825231,-0.498753,-0.396182,-0.581482,0.187928,-0.714017,-0.733692,0.307656,-0.090605,-0.009172,-0.464175,-0.882812,-0.818566,-0.390392,-0.55411,-0.83588,-0.60121,-0.591032,-0.300622,-0.675914,-0.953093,-1.029711,-2.324541,-2.524957,-3.000988,-2.678991,-2.926032,-3.52314,-3.072081,-3.448866,-5.04208,-3.52154,-6.85101,-7.0998,8.486456,-7.63318,-4.771191,1.548315,8.152941,5.972404,2.861488,3.426732,3.740262,2.332535,4.0076,3.048035,2.420269,1.61871,1.664235,2.423874,2.39969,0.718291,2.008631,0.376698,1.860259,1.60274,1.07421,-0.22137,0.124973,-2.718532,-0.860623,0.254195,-0.263936,-0.588687,-1.149867,-0.324758,1.697828,-0.486851,-0.16844,0.705412,0.734089,0.888593,1.107462,0.964905,0.493739,2.106648,0.502975,0.184692,0.324652,0.432498,0.947541,1.767219,1.580558,-9.786297,-6.301809,-7.045316,-8.659869,1.629451,2.754831,2.286374,2.808947,4.093317,2.713023,3.696257,2.60245,2.521784,2.304189,2.226214,8.199166,-0.214245,0.134978,2.744734,3.159881,-0.121612,-1.656616,-0.269585,5.319829,-9.154901,5.244006,0.233707,1.353648,0.676107,-0.032022,1.916409,1.915853,2.578643,3.393068,3.032306,-1.012064,3.997195,3.702936,1.740312,1.158816,1.65468,1.893004,2.017185,1.461647,1.456025,-1.470827,-1.87616,-0.744109,-0.32283,-0.509251,1.253787,1.863832,1.976605,2.241186,2.497485,2.249718,2.110179,2.672925,1.64023,0.829501,3.601963,3.433447
02/05/2020 00:00:00,3.46227,3.041368,2.05375,2.171203,1.156552,1.313226,0.659038,0.848308,0.381679,0.173086,-0.664444,-0.240568,-0.054475,-0.037665,-0.573478,0.638677,0.269971,-0.330438,-0.533054,-0.674491,-0.31429,-0.333065,-0.422225,0.410004,0.506323,0.360789,-0.197675,-0.567519,-1.435912,-2.12868,-2.446865,-2.147794,-1.10473,0.559534,0.844841,0.592527,0.76059,1.012492,0.630151,0.722666,-0.104099,0.590428,1.274017,1.700361,1.232242,0.315031,-0.22435,-0.376351,-0.278961,-0.578856,-0.428023,-0.525542,-0.330274,-0.621139,-1.033872,-0.569145,-0.801571,-0.468914,-0.387691,-0.608305,0.158445,-0.749128,-0.831416,0.391044,0.004269,0.002263,-0.484243,-0.893327,-0.78265,-0.429981,-0.609998,-0.847497,-0.600378,-0.602171,-0.334001,-0.62988,-0.814298,-1.002429,-2.25758,-2.524955,-2.96563,-2.706423,-3.062813,-3.666123,-3.185103,-3.419742,-5.134909,-3.353898,-9.794216,-7.880209,9.244713,-8.404819,-5.687647,2.611048,8.440248,6.407319,2.896921,3.563616,3.866017,2.488666,4.015237,3.088688,2.476749,1.648178,1.55773,2.545303,2.607492,0.896652,2.205995,-0.161962,1.790133,1.878265,1.213686,-0.159115,0.061876,-3.857099,-0.779321,0.40215,-0.269144,-0.505958,-1.06984,-0.224927,1.77458,-0.402921,-0.055632,0.645436,0.748492,0.878892,1.151909,0.931757,0.434232,2.430167,0.490977,0.240399,0.418785,0.557414,0.997383,2.197237,0.475451,-9.795895,-7.55704,-7.719296,-8.794497,-0.544684,0.589062,1.898727,2.89712,4.194484,2.771143,3.521174,2.775966,2.699404,2.410227,2.022317,7.825449,-0.155008,0.337912,2.922501,2.916664,-0.005726,-1.679015,-0.694045,5.093734,-9.237812,5.270087,-0.016444,0.94413,1.400345,0.536982,2.685093,1.582948,2.605928,3.366192,3.140145,-1.79373,4.104116,3.630678,1.904806,1.421018,1.771586,1.923098,2.03333,1.554896,1.506472,-1.136879,-1.575939,-0.492452,-0.015094,-0.123973,1.445212,1.979345,2.055666,2.275898,2.534814,2.336223,2.210476,2.686654,1.790819,1.159301,3.645957,3.46227
02/06/2020 00:00:00,3.463739,2.845492,2.017355,2.023767,1.108012,1.286921,0.586956,0.837911,0.462598,0.293761,-0.548154,-0.243621,-0.046751,0.014306,-0.436914,0.769124,0.342652,-0.313522,-0.48409,-0.565708,-0.224585,-0.279651,-0.347754,0.612135,0.794656,0.50218,-0.124561,-0.476991,-1.239282,-2.112811,-2.496472,-2.147477,-0.960917,0.661344,0.97489,0.638014,0.766755,1.021495,0.700007,0.831437,0.010536,0.613428,1.269511,1.696867,1.246075,0.294549,-0.226458,-0.35096,-0.269746,-0.592769,-0.438893,-0.498216,-0.288027,-0.576917,-1.009392,-0.551126,-0.77216,-0.434267,-0.37884,-0.635489,0.11975,-0.788601,-0.937237,0.454521,0.085308,0.007545,-0.502109,-0.897956,-0.739186,-0.472009,-0.670194,-0.857669,-0.600183,-0.613964,-0.371127,-0.577472,-0.636993,-0.964796,-2.173304,-2.504923,-2.908294,-2.720003,-3.181094,-3.797592,-3.294661,-3.384136,-5.221895,-3.120613,-9.987329,-8.671575,9.912982,-8.808194,-5.759659,4.405128,8.606065,6.807919,2.898049,3.697427,3.989809,2.637052,4.026585,3.070088,2.526782,1.680606,1.439904,2.600143,2.776535,1.085971,2.340357,-0.740538,1.667203,2.17722,1.360701,-0.096187,0.083312,-4.989697,-0.683929,0.554681,-0.281779,-0.418271,-0.984445,-0.124004,1.835646,-0.324271,0.050037,0.568882,0.742598,0.860107,1.189447,0.892748,0.435571,2.642624,0.472435,0.294241,0.511423,0.683102,1.044439,2.404202,-1.00558,-9.554529,-8.165084,-8.01981,-8.700188,-2.446101,-1.415758,1.478174,2.981361,4.206305,2.822128,3.264841,2.948935,2.875444,2.513539,1.78627,6.487813,-0.079519,0.571327,3.069344,2.600361,0.142533,-1.672253,-0.989189,4.836616,-8.938571,5.071038,-0.100576,0.473874,2.214493,1.222386,3.193128,1.196852,2.614771,3.308514,3.231256,-2.672641,4.174662,3.530674,2.036553,1.640922,1.862417,1.926864,2.026161,1.618932,1.530537,-0.817976,-1.291378,-0.256323,0.267245,0.223443,1.611692,2.075567,2.116813,2.293113,2.554918,2.403867,2.289992,2.67895,1.916557,1.440308,3.657227,3.463739
